IPR003958	Transcription factor CBF/NF-Y/archaeal histone domain
IPR008335	Eukaryotic molybdopterin oxidoreductase
IPR008335	Eukaryotic molybdopterin oxidoreductase
IPR008335	Eukaryotic molybdopterin oxidoreductase
IPR008335	Eukaryotic molybdopterin oxidoreductase
IPR008335	Eukaryotic molybdopterin oxidoreductase
IPR008335	Eukaryotic molybdopterin oxidoreductase
IPR017927	FAD-binding domain, ferredoxin reductase-type
IPR000572	Oxidoreductase, molybdopterin-binding domain
IPR001199	Cytochrome b5-like heme/steroid binding domain
IPR001199	Cytochrome b5-like heme/steroid binding domain
IPR001199	Cytochrome b5-like heme/steroid binding domain
IPR001199	Cytochrome b5-like heme/steroid binding domain
IPR001433	Oxidoreductase FAD/NAD(P)-binding
IPR001199	Cytochrome b5-like heme/steroid binding domain
IPR006780	YABBY protein
IPR031309	Ribosomal protein L5, C-terminal
IPR031310	Ribosomal protein L5, N-terminal
IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
IPR001611	Leucine-rich repeat
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain

IPR000719	Protein kinase domain
IPR003439	ABC transporter-like
IPR013525	ABC-2 type transporter
IPR003439	ABC transporter-like
IPR013087	Zinc finger C2H2-type





IPR013087	Zinc finger C2H2-type
IPR013087	Zinc finger C2H2-type
IPR013087	Zinc finger C2H2-type
IPR013087	Zinc finger C2H2-type
IPR011706	Multicopper oxidase, type 2
IPR001117	Multicopper oxidase, type 1
IPR011707	Multicopper oxidase, type 3
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR000719	Protein kinase domain
IPR001611	Leucine-rich repeat
IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
IPR001611	Leucine-rich repeat
IPR000719	Protein kinase domain
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR000679	Zinc finger, GATA-type
IPR010402	CCT domain
IPR010399	Tify domain
IPR000679	Zinc finger, GATA-type
IPR010399	Tify domain
IPR010402	CCT domain
IPR000679	Zinc finger, GATA-type
IPR010402	CCT domain
IPR010399	Tify domain
IPR000679	Zinc finger, GATA-type
IPR010399	Tify domain
IPR010402	CCT domain
IPR011665	Brf1, TBP-binding domain
IPR013150	Transcription factor TFIIB, cyclin-like domain
IPR013150	Transcription factor TFIIB, cyclin-like domain
IPR001005	SANT/Myb domain
IPR017930	Myb domain
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR002902	Gnk2-homologous domain
IPR002902	Gnk2-homologous domain
IPR002902	Gnk2-homologous domain
IPR002902	Gnk2-homologous domain
IPR009038	GOLD domain
IPR010404	Chromophore lyase CpcT/CpeT
IPR003676	Small auxin-up RNA
IPR001810	F-box domain
IPR017451	F-box associated interaction domain
IPR001810	F-box domain
IPR006527	F-box associated domain, type 1
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001005	SANT/Myb domain
IPR000433	Zinc finger, ZZ-type
IPR000433	Zinc finger, ZZ-type
IPR017884	SANT domain
IPR007526	SWIRM domain
IPR010097	Malate dehydrogenase, type 1
IPR001236	Lactate/malate dehydrogenase, N-terminal
IPR022383	Lactate/malate dehydrogenase, C-terminal
IPR012946	X8 domain
IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
IPR021855	PAM68-like
IPR037396	FMN hydroxy acid dehydrogenase domain
IPR000262	FMN-dependent dehydrogenase
IPR037396	FMN hydroxy acid dehydrogenase domain
IPR000262	FMN-dependent dehydrogenase
IPR000306	FYVE zinc finger
IPR017455	Zinc finger, FYVE-related
IPR002036	Endoribonuclease YbeY
IPR006379	HAD-superfamily hydrolase, subfamily IIB
IPR002036	Endoribonuclease YbeY
IPR000150	Cof family

IPR002528	Multi antimicrobial extrusion protein
IPR002528	Multi antimicrobial extrusion protein
IPR002528	Multi antimicrobial extrusion protein
IPR004843	Calcineurin-like phosphoesterase domain, ApaH type
IPR031675	Serine-threonine protein phosphatase, N-terminal
IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase
IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase
IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase
IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase
IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase
IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase
IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase
IPR024788	Malectin-like domain
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR000719	Protein kinase domain

IPR015157	Translation machinery associated TMA7
IPR002125	Cytidine and deoxycytidylate deaminase domain
IPR002125	Cytidine and deoxycytidylate deaminase domain
IPR013171	Cytidine/deoxycytidylate deaminase, zinc-binding domain
IPR006263	Cytidine deaminase, homodimeric
IPR000109	Proton-dependent oligopeptide transporter family
IPR000118	Granulin
IPR013201	Cathepsin propeptide inhibitor domain (I29)
IPR000668	Peptidase C1A, papain C-terminal
IPR000668	Peptidase C1A, papain C-terminal
IPR000668	Peptidase C1A, papain C-terminal
IPR000668	Peptidase C1A, papain C-terminal
IPR001289	Nuclear transcription factor Y subunit A
IPR001289	Nuclear transcription factor Y subunit A
IPR001289	Nuclear transcription factor Y subunit A
IPR001289	Nuclear transcription factor Y subunit A
IPR006525	Cystatin-related, plant
IPR004313	Acireductone dioxygenase ARD family
IPR000719	Protein kinase domain
IPR001220	Legume lectin domain
IPR000719	Protein kinase domain
IPR024788	Malectin-like domain
IPR024788	Malectin-like domain
IPR039309	Biopterin transporter family
IPR039309	Biopterin transporter family
IPR006816	ELMO domain
IPR006816	ELMO domain
IPR001353	Proteasome, subunit alpha/beta
IPR023333	Proteasome B-type subunit
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR000225	Armadillo
IPR003613	U box domain
IPR000225	Armadillo
IPR000225	Armadillo
IPR003613	U box domain
IPR017926	Glutamine amidotransferase
IPR011697	Peptidase C26
IPR004313	Acireductone dioxygenase ARD family
IPR006045	Cupin 1
IPR001929	Germin
IPR001929	Germin
IPR001929	Germin
IPR001623	DnaJ domain
IPR002939	Chaperone DnaJ, C-terminal
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR001841	Zinc finger, RING-type
IPR006845	Pex, N-terminal
IPR001841	Zinc finger, RING-type
IPR001876	Zinc finger, RanBP2-type
IPR001876	Zinc finger, RanBP2-type
IPR001876	Zinc finger, RanBP2-type
IPR001876	Zinc finger, RanBP2-type
IPR001876	Zinc finger, RanBP2-type
IPR001876	Zinc finger, RanBP2-type
IPR002809	Integral membrane protein EMC3/TMCO1-like
IPR010409	GAGA-binding transcriptional activator
IPR010409	GAGA-binding transcriptional activator
IPR005822	Ribosomal protein L13
IPR005755	Ribosomal protein L13, eukaryotic/archaeal
IPR005822	Ribosomal protein L13
IPR005755	Ribosomal protein L13, eukaryotic/archaeal

IPR018639	Domain of unknown function DUF2062
IPR012479	SAP30-binding protein
IPR003439	ABC transporter-like
IPR003439	ABC transporter-like
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR000061	SWAP/Surp
IPR011666	G patch domain-containing protein, N-terminal
IPR000061	SWAP/Surp
IPR001841	Zinc finger, RING-type
IPR001841	Zinc finger, RING-type
IPR003439	ABC transporter-like
IPR003439	ABC transporter-like
IPR013525	ABC-2 type transporter
IPR004088	K Homology domain, type 1
IPR004088	K Homology domain, type 1


IPR003140	Phospholipase/carboxylesterase/thioesterase
IPR027486	Ribosomal protein S10 domain
IPR001848	Ribosomal protein S10
IPR001848	Ribosomal protein S10
IPR001848	Ribosomal protein S10
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR019160	Exocyst complex component Sec3, C-terminal
IPR028258	Exocyst complex component Sec3, PIP2-binding N-terminal domain
IPR011074	CRAL/TRIO, N-terminal domain
IPR001251	CRAL-TRIO lipid binding domain
IPR009038	GOLD domain
IPR001251	CRAL-TRIO lipid binding domain
IPR025558	Domain of unknown function DUF4283
IPR008889	VQ
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR001220	Legume lectin domain
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR006016	UspA
IPR025124	Domain of unknown function DUF4050
IPR025124	Domain of unknown function DUF4050
IPR025124	Domain of unknown function DUF4050
IPR025124	Domain of unknown function DUF4050
IPR001854	Ribosomal protein L29/L35
IPR001854	Ribosomal protein L29/L35
IPR003439	ABC transporter-like
IPR011527	ABC transporter type 1, transmembrane domain
IPR011527	ABC transporter type 1, transmembrane domain
IPR003439	ABC transporter-like
IPR011527	ABC transporter type 1, transmembrane domain
IPR011527	ABC transporter type 1, transmembrane domain
IPR003439	ABC transporter-like
IPR003439	ABC transporter-like
IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
IPR002641	Patatin-like phospholipase domain
IPR002641	Patatin-like phospholipase domain
IPR021139	NYN domain, limkain-b1-type
IPR009081	Phosphopantetheine binding ACP domain
IPR003231	Acyl carrier protein (ACP)
IPR009081	Phosphopantetheine binding ACP domain
IPR006501	Pectinesterase inhibitor domain
IPR000070	Pectinesterase, catalytic
IPR006501	Pectinesterase inhibitor domain
IPR002156	Ribonuclease H domain
IPR013766	Thioredoxin domain
IPR013766	Thioredoxin domain
IPR003440	Glycosyl transferase, family 48
IPR003440	Glycosyl transferase, family 48
IPR026899	1,3-beta-glucan synthase subunit FKS1-like, domain-1
IPR039431	Vta1/callose synthase, N-terminal
IPR000891	Pyruvate carboxyltransferase
IPR000891	Pyruvate carboxyltransferase
IPR001087	GDSL lipase/esterase

IPR006527	F-box associated domain, type 1
IPR003441	NAC domain
IPR003441	NAC domain
IPR021374	Protein of unknown function DUF2996
IPR004146	DC1
IPR004146	DC1
IPR004146	DC1
IPR004146	DC1
IPR004146	DC1
IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain
IPR000362	Fumarate lyase family
IPR000362	Fumarate lyase family
IPR000362	Fumarate lyase family
IPR000362	Fumarate lyase family
IPR022761	Fumarate lyase, N-terminal
IPR018951	Fumarase C, C-terminal
IPR005677	Fumarate hydratase, class II
IPR001206	Diacylglycerol kinase, catalytic domain
IPR000756	Diacylglycerol kinase, accessory domain
IPR001206	Diacylglycerol kinase, catalytic domain
IPR001680	WD40 repeat
IPR017986	WD40-repeat-containing domain
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR022052	Histone-binding protein RBBP4, N-terminal
IPR001680	WD40 repeat
IPR001251	CRAL-TRIO lipid binding domain
IPR001251	CRAL-TRIO lipid binding domain
IPR002109	Glutaredoxin
IPR002109	Glutaredoxin
IPR004333	SBP domain
IPR004333	SBP domain
IPR002083	MATH/TRAF domain
IPR002083	MATH/TRAF domain
IPR007942	Phospholipase-like
IPR003613	U box domain
IPR003613	U box domain

IPR004088	K Homology domain, type 1
IPR004088	K Homology domain, type 1
IPR004088	K Homology domain, type 1
IPR004088	K Homology domain, type 1



IPR000073	Alpha/beta hydrolase fold-1
IPR000639	Epoxide hydrolase-like
IPR000639	Epoxide hydrolase-like
IPR000639	Epoxide hydrolase-like
IPR000073	Alpha/beta hydrolase fold-1
IPR000073	Alpha/beta hydrolase fold-1
IPR000073	Alpha/beta hydrolase fold-1
IPR006073	GTP binding domain
IPR030378	Circularly permuted (CP)-type guanine nucleotide-binding (G) domain
IPR009580	GPI biosynthesis protein Pig-F
IPR000719	Protein kinase domain
IPR001611	Leucine-rich repeat
IPR000719	Protein kinase domain
IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
IPR013633	siRNA-mediated silencing protein NRDE-2

IPR004853	Sugar phosphate transporter domain
IPR002487	Transcription factor, K-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002487	Transcription factor, K-box
IPR002487	Transcription factor, K-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002487	Transcription factor, K-box
IPR002487	Transcription factor, K-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002487	Transcription factor, K-box

IPR005175	PPC domain
IPR005175	PPC domain
IPR020472	G-protein beta WD-40 repeat
IPR020472	G-protein beta WD-40 repeat
IPR020472	G-protein beta WD-40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR017986	WD40-repeat-containing domain
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat

IPR004045	Glutathione S-transferase, N-terminal
IPR010987	Glutathione S-transferase, C-terminal-like
IPR004045	Glutathione S-transferase, N-terminal
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR010851	Defensin-like protein
IPR025298	Domain of unknown function DUF4094
IPR002659	Glycosyl transferase, family 31
IPR001087	GDSL lipase/esterase
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR013210	Leucine-rich repeat-containing N-terminal, plant-type


IPR001611	Leucine-rich repeat
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR037595	Reversibly glycosylated polypeptide family
IPR001841	Zinc finger, RING-type
IPR001841	Zinc finger, RING-type
IPR003105	SRA-YDG
IPR001841	Zinc finger, RING-type
IPR018957	Zinc finger, C3HC4 RING-type
IPR003105	SRA-YDG
IPR027370	RING-type zinc-finger, LisH dimerisation motif
IPR017916	Steadiness box (SB) domain
IPR008883	Ubiquitin E2 variant, N-terminal
IPR017916	Steadiness box (SB) domain
IPR008883	Ubiquitin E2 variant, N-terminal
IPR020683	Ankyrin repeat-containing domain
IPR000408	Regulator of chromosome condensation, RCC1
IPR020683	Ankyrin repeat-containing domain
IPR000408	Regulator of chromosome condensation, RCC1
IPR000408	Regulator of chromosome condensation, RCC1
IPR000408	Regulator of chromosome condensation, RCC1
IPR000408	Regulator of chromosome condensation, RCC1
IPR000408	Regulator of chromosome condensation, RCC1
IPR000408	Regulator of chromosome condensation, RCC1
IPR002110	Ankyrin repeat
IPR000408	Regulator of chromosome condensation, RCC1
IPR002110	Ankyrin repeat
IPR000408	Regulator of chromosome condensation, RCC1
IPR000408	Regulator of chromosome condensation, RCC1
IPR000408	Regulator of chromosome condensation, RCC1
IPR000408	Regulator of chromosome condensation, RCC1
IPR000408	Regulator of chromosome condensation, RCC1
IPR000408	Regulator of chromosome condensation, RCC1
IPR000408	Regulator of chromosome condensation, RCC1
IPR001360	Glycoside hydrolase family 1
IPR001360	Glycoside hydrolase family 1
IPR001360	Glycoside hydrolase family 1
IPR001360	Glycoside hydrolase family 1
IPR001360	Glycoside hydrolase family 1
IPR001360	Glycoside hydrolase family 1
IPR008889	VQ
IPR006476	Conserved hypothetical protein CHP01589, plant
IPR006476	Conserved hypothetical protein CHP01589, plant
IPR019554	Soluble ligand binding domain
IPR019575	NADH-ubiquinone oxidoreductase 51kDa subunit, iron-sulphur binding domain
IPR011538	NADH-ubiquinone oxidoreductase 51kDa subunit, FMN-binding domain
IPR011537	NADH ubiquinone oxidoreductase, F subunit
IPR001926	Pyridoxal-phosphate dependent enzyme
IPR014044	CAP domain
IPR001283	Cysteine-rich  secretory protein-related
IPR001283	Cysteine-rich  secretory protein-related
IPR001283	Cysteine-rich  secretory protein-related
IPR001283	Cysteine-rich  secretory protein-related
IPR004158	Protein of unknown function DUF247, plant
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR017986	WD40-repeat-containing domain
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR003609	PAN/Apple domain
IPR000858	S-locus glycoprotein domain
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR000719	Protein kinase domain
IPR003609	PAN/Apple domain
IPR001480	Bulb-type lectin domain
IPR001480	Bulb-type lectin domain
IPR001841	Zinc finger, RING-type

IPR000504	RNA recognition motif domain
